scope,node_size,graph_count,graph_sim,relative_density,deg_dist_mmd,cc_mmd,laplacian_eigen_mmd
node_size,20,50,0.47576767826230987,1.9346350155982066,0.1839162913776018,0.14512391768575084,0.08616503564773481
node_size,40,50,0.4174222285977698,2.4809306217184055,0.20989893080008515,0.18431477364386284,0.08932079893473088
node_size,60,50,0.3744699390948274,3.079434976069149,0.25890097073414875,0.2396657312550472,0.12262530760439683
node_size,80,50,0.32143604694749295,3.888060637733234,0.27274851027686364,0.2613452619215675,0.14377732009174427
node_size,100,50,0.3090474494999533,4.1917390301101305,0.30198552866223105,0.2887892953879183,0.168291942757957
node_size,120,50,0.2329028014786574,5.240253381070943,0.39294752150917356,0.35798818057279913,0.22504740233293674
node_size,140,50,0.20972423391545839,5.80952684110676,0.4191676189101068,0.38119048264828437,0.24801535742075576
node_size,160,50,0.2406597447713974,5.519945702774959,0.3772493397482233,0.34567870445761417,0.22041134773616577
node_size,180,50,0.21309152762609485,6.0176490646147025,0.4156602074038762,0.3667529191992467,0.23620791078167347
node_size,200,50,0.17940412152739646,7.248295811287773,0.4500439325077277,0.41888889963224063,0.2779841079158669
summary,all,500,0.2973925771721358,4.541047108208426,0.3282518851930038,0.2989738166404331,0.18178465312239625
